frame,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
6062,202.033,0.98,1,-1.3,78.0,461.4,0.201,0.149,-0.121,0.154658,0.22281399999999998,-0.962515,-0.095957,0.376058,-0.9216139999999999,0.031,0.308,0.0,0.64,0.84,0.26,0.53,0.0,0.01,0.95,0.0,0.13,0.0,0.55,0.0,0.0,1.16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6063,202.067,0.98,1,-0.9,77.9,461.5,0.19899999999999998,0.14800000000000002,-0.12300000000000001,0.149346,0.22815500000000002,-0.962102,-0.090186,0.375384,-0.9224709999999999,0.031,0.31,0.0,0.64,0.81,0.23,0.52,0.0,0.04,1.03,0.0,0.1,0.0,0.54,0.0,0.0,1.16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6064,202.1,0.98,1,-0.9,77.6,460.5,0.2,0.147,-0.12300000000000001,0.148502,0.225131,-0.962945,-0.089114,0.376508,-0.922117,0.031,0.309,0.0,0.74,0.87,0.38,0.5,0.0,0.04,1.0,0.0,0.08,0.0,0.44,0.0,0.0,1.21,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6065,202.13299999999998,0.98,1,-0.8,77.7,462.2,0.20199999999999999,0.151,-0.12300000000000001,0.119702,0.22168200000000002,-0.967744,-0.069538,0.35369,-0.932774,0.026000000000000002,0.294,0.0,0.84,0.87,0.63,0.48,0.0,0.04,0.95,0.0,0.02,0.0,0.36,0.0,0.0,1.28,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6066,202.167,0.98,1,-0.5,77.4,463.0,0.196,0.152,-0.121,0.12103,0.23010799999999998,-0.9656100000000001,-0.08430499999999999,0.359937,-0.92916,0.019,0.302,0.0,0.77,0.76,0.71,0.45,0.0,0.01,0.94,0.0,0.0,0.0,0.36,0.0,0.0,1.36,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6067,202.2,0.98,1,-0.2,77.1,462.9,0.191,0.151,-0.121,0.13398800000000002,0.23738,-0.962132,-0.086802,0.36351500000000003,-0.927535,0.025,0.308,0.0,0.77,0.77,0.68,0.38,0.0,0.01,0.94,0.0,0.01,0.0,0.44,0.0,0.0,1.38,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6068,202.233,0.98,1,0.0,76.9,463.5,0.188,0.15,-0.11900000000000001,0.140631,0.224392,-0.964298,-0.088213,0.362869,-0.9276549999999999,0.027999999999999997,0.301,0.0,0.67,0.69,0.56,0.32,0.0,0.01,0.91,0.0,0.01,0.0,0.49,0.0,0.0,1.41,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6069,202.267,0.98,1,0.3,76.5,462.7,0.18,0.146,-0.115,0.139011,0.219121,-0.965744,-0.081439,0.369825,-0.925525,0.03,0.302,0.07,0.84,0.7,0.52,0.26,0.08,0.0,0.87,0.0,0.01,0.0,0.45,0.0,0.0,1.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6070,202.3,0.98,1,0.5,76.9,465.0,0.193,0.14800000000000002,-0.11599999999999999,0.15679,0.291747,-0.943557,-0.09446900000000001,0.383114,-0.9188569999999999,0.033,0.348,0.07,0.79,0.63,0.39,0.27,0.08,0.0,0.88,0.0,0.0,0.0,0.44,0.0,0.0,1.53,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6071,202.333,0.98,1,1.1,76.8,463.2,0.201,0.14800000000000002,-0.11900000000000001,0.128647,0.294623,-0.9469139999999999,-0.097111,0.401735,-0.910592,0.017,0.359,0.07,0.7,0.64,0.41,0.27,0.08,0.0,1.08,0.0,0.05,0.0,0.31,0.0,0.0,1.31,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6072,202.36700000000002,0.98,1,2.3,76.6,459.1,0.24,0.14800000000000002,-0.134,0.09972400000000001,0.316605,-0.9433010000000001,-0.08380499999999999,0.42065,-0.903344,0.009000000000000001,0.38,0.0,0.47,0.71,0.41,0.29,0.04,0.0,1.21,0.0,0.07,0.0,0.19,0.0,0.0,1.18,0.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6073,202.4,0.93,1,2.4,76.2,454.4,0.257,0.14400000000000002,-0.136,0.11234000000000001,0.307921,-0.9447559999999999,-0.086212,0.408279,-0.9087770000000001,0.013999999999999999,0.369,0.0,0.26,0.72,0.3,0.4,0.23,0.0,1.26,0.16,0.12,0.0,0.04,0.0,0.0,0.72,0.57,0.03,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6074,202.433,0.98,1,3.4,75.1,449.4,0.237,0.132,-0.14300000000000002,0.119005,0.319842,-0.939968,-0.051438,0.41764700000000005,-0.9071520000000001,0.037000000000000005,0.38,0.0,0.15,0.67,0.1,0.61,0.44,0.0,1.0,0.32,0.27,0.0,0.05,0.0,0.09,0.5,0.52,0.09,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6075,202.467,0.98,1,3.4,75.0,452.2,0.22699999999999998,0.124,-0.135,0.152317,0.342887,-0.9269459999999999,-0.078556,0.432845,-0.8980389999999999,0.04,0.402,0.0,0.08,0.52,0.01,0.76,0.56,0.0,0.8,0.46,0.49,0.0,0.07,0.0,0.25,0.25,0.46,0.11,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6076,202.5,0.98,1,3.3,75.0,452.0,0.231,0.11900000000000001,-0.129,0.15820599999999999,0.34647100000000003,-0.924624,-0.073536,0.43713199999999997,-0.896386,0.046,0.406,0.0,0.08,0.45,0.0,0.84,0.6,0.0,0.65,0.47,0.64,0.0,0.18,0.04,0.61,0.13,0.56,0.08,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6077,202.533,0.93,1,3.1,74.6,453.6,0.228,0.11199999999999999,-0.11599999999999999,0.164832,0.339106,-0.9261950000000001,-0.076922,0.435949,-0.8966780000000001,0.048,0.402,0.0,0.06,0.32,0.0,0.92,0.5,0.0,0.61,0.55,0.74,0.0,0.23,0.09,0.91,0.15,0.54,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6078,202.567,0.93,1,2.8,74.3,453.9,0.22399999999999998,0.11199999999999999,-0.11,0.17538299999999998,0.333636,-0.9262440000000001,-0.06440900000000001,0.42105,-0.904748,0.061,0.391,0.0,0.0,0.19,0.0,1.05,0.51,0.0,0.61,0.64,0.81,0.0,0.27,0.09,1.16,0.18,0.56,0.11,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6079,202.6,0.93,1,2.7,74.4,452.0,0.22,0.111,-0.109,0.170265,0.34720500000000004,-0.9222030000000001,-0.071482,0.42494899999999997,-0.9023899999999999,0.054000000000000006,0.4,0.0,0.1,0.06,0.0,1.11,0.6,0.0,0.65,0.71,0.9,0.0,0.28,0.05,1.16,0.26,0.6,0.11,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6080,202.63299999999998,0.93,1,2.6,75.9,453.5,0.228,0.115,-0.113,0.18221400000000001,0.362415,-0.914032,-0.050283999999999995,0.41573999999999994,-0.908093,0.07200000000000001,0.40399999999999997,0.0,0.1,0.08,0.0,1.11,0.67,0.0,0.82,0.68,0.89,0.0,0.28,0.0,1.03,0.24,0.61,0.17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6081,202.667,0.98,1,2.5,78.1,455.4,0.251,0.124,-0.12300000000000001,0.173823,0.351665,-0.919847,-0.084471,0.443829,-0.8921209999999999,0.049,0.414,0.0,0.1,0.19,0.0,1.14,0.78,0.0,0.99,0.69,0.81,0.0,0.34,0.0,0.87,0.13,0.69,0.05,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6082,202.7,0.98,1,2.8,79.6,455.8,0.258,0.125,-0.13,0.16075,0.33931300000000003,-0.9268370000000001,-0.058878,0.44257399999999997,-0.894797,0.055999999999999994,0.405,0.0,0.13,0.32,0.0,1.15,0.59,0.0,1.2,0.67,0.71,0.0,0.28,0.0,0.8,0.19,0.65,0.05,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6083,202.733,0.98,1,3.3,80.2,454.5,0.254,0.12,-0.131,0.16508499999999998,0.341303,-0.925343,-0.070309,0.445399,-0.892567,0.052000000000000005,0.408,0.0,0.25,0.41,0.04,1.1,0.49,0.0,1.13,0.62,0.74,0.0,0.34,0.0,0.89,0.24,0.81,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6084,202.767,0.98,1,3.9,80.1,453.3,0.242,0.115,-0.13,0.163803,0.329469,-0.9298489999999999,-0.045843,0.438875,-0.8973780000000001,0.064,0.39799999999999996,0.0,0.25,0.46,0.04,1.04,0.39,0.0,1.0,0.55,0.7,0.0,0.32,0.0,1.05,0.24,0.87,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6085,202.8,0.98,1,4.6,79.7,452.7,0.23600000000000002,0.10800000000000001,-0.13,0.179347,0.34419,-0.9216120000000001,-0.070417,0.45232100000000003,-0.889071,0.06,0.414,0.0,0.12,0.37,0.04,0.91,0.35,0.0,0.79,0.52,0.81,0.0,0.47,0.0,1.18,0.33,0.86,0.05,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6086,202.833,0.98,1,4.9,79.9,455.5,0.26,0.109,-0.13,0.162026,0.338516,-0.9269059999999999,-0.062223,0.43916000000000005,-0.896251,0.055,0.40299999999999997,0.0,0.0,0.4,0.01,0.88,0.41,0.0,0.74,0.52,0.68,0.0,0.44,0.0,1.16,0.37,0.78,0.07,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6087,202.86700000000002,0.98,1,4.8,79.6,456.2,0.264,0.11599999999999999,-0.132,0.143611,0.32653699999999997,-0.93421,-0.094786,0.457146,-0.8843260000000001,0.027000000000000003,0.40700000000000003,0.0,0.02,0.39,0.01,0.85,0.31,0.0,0.67,0.44,0.73,0.0,0.53,0.0,1.14,0.37,0.52,0.17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6088,202.9,0.98,1,4.5,79.0,457.0,0.242,0.12300000000000001,-0.129,0.11641800000000001,0.328144,-0.937426,-0.099713,0.451104,-0.886883,0.009000000000000001,0.40399999999999997,0.0,0.06,0.55,0.01,0.93,0.44,0.0,0.51,0.38,0.67,0.0,0.65,0.0,1.38,0.14,0.26,0.12,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6089,202.933,0.98,1,4.0,77.9,454.1,0.221,0.124,-0.126,0.129955,0.330096,-0.934959,-0.114027,0.455479,-0.882914,0.009000000000000001,0.408,0.0,0.06,0.53,0.0,0.97,0.36,0.0,0.37,0.33,0.74,0.0,0.91,0.0,1.7,0.0,0.04,0.23,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6090,202.967,0.98,1,3.7,78.2,457.1,0.217,0.134,-0.128,0.114749,0.306168,-0.9450360000000001,-0.115052,0.43317700000000003,-0.893935,-0.0,0.382,0.0,0.08,0.5,0.0,1.05,0.47,0.0,0.22,0.37,0.77,0.0,1.01,0.0,1.8,0.0,0.0,0.48,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6091,203.0,0.98,1,3.4,79.4,462.7,0.233,0.13699999999999998,-0.132,0.12026400000000001,0.318744,-0.9401799999999999,-0.066663,0.40274099999999996,-0.912883,0.028999999999999998,0.371,0.15,0.04,0.41,0.0,1.06,0.58,0.0,0.36,0.46,0.67,0.0,0.96,0.0,1.37,0.0,0.0,1.17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6092,203.033,0.98,1,2.9,79.6,462.8,0.19699999999999998,0.127,-0.131,0.108215,0.412083,-0.904697,-0.18071099999999998,0.496539,-0.848995,-0.040999999999999995,0.478,0.27,0.04,0.38,0.0,1.11,0.88,0.0,0.63,0.51,0.52,0.0,0.82,0.0,0.72,0.0,0.02,1.68,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6093,203.067,0.98,1,2.7,79.7,461.9,0.19699999999999998,0.132,-0.133,0.11593800000000001,0.416408,-0.901755,-0.146999,0.49459899999999996,-0.8566,-0.018000000000000002,0.478,0.43,0.0,0.44,0.0,1.18,1.22,0.02,1.02,0.53,0.47,0.0,0.64,0.0,0.22,0.13,0.25,1.81,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6094,203.1,0.98,1,2.7,79.9,461.4,0.218,0.132,-0.138,0.073763,0.363448,-0.92869,-0.171281,0.48139499999999996,-0.859605,-0.054000000000000006,0.441,0.42,0.09,0.57,0.0,1.24,1.47,0.06,1.25,0.45,0.46,0.0,0.5,0.0,0.0,0.33,0.65,1.46,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
6095,203.13299999999998,0.98,1,2.6,79.8,460.0,0.23199999999999998,0.135,-0.141,0.056213,0.35041,-0.934908,-0.189004,0.462963,-0.865992,-0.07400000000000001,0.424,0.42,0.09,0.67,0.0,1.23,1.5,0.13,1.43,0.4,0.41,0.0,0.27,0.0,0.0,0.48,1.02,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
6096,203.167,0.98,1,3.1,80.6,460.7,0.271,0.142,-0.152,0.09439600000000001,0.356451,-0.9295329999999999,-0.142814,0.462606,-0.874986,-0.027000000000000003,0.426,0.37,0.26,0.91,0.0,1.13,1.35,0.13,1.44,0.33,0.19,0.0,0.27,0.0,0.0,0.55,1.06,0.67,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
6097,203.2,0.98,1,3.5,80.6,458.1,0.285,0.141,-0.156,0.048491,0.376475,-0.925157,-0.14274900000000001,0.45457,-0.8791979999999999,-0.052000000000000005,0.43200000000000005,0.36,0.3,1.04,0.0,0.99,1.07,0.09,1.45,0.29,0.08,0.0,0.16,0.0,0.0,0.52,0.87,0.41,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
6098,203.233,0.98,1,3.1,80.8,457.8,0.27,0.142,-0.155,0.040451,0.381527,-0.923472,-0.163776,0.451058,-0.877339,-0.068,0.433,0.46,0.59,1.05,0.0,0.85,0.93,0.06,1.1,0.18,0.01,0.0,0.21,0.0,0.0,0.61,0.48,0.32,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
6099,203.267,0.98,1,2.0,81.3,458.5,0.28800000000000003,0.157,-0.156,0.04747,0.381698,-0.923067,-0.177516,0.43289799999999995,-0.883792,-0.07200000000000001,0.424,0.64,0.61,0.86,0.0,0.74,0.58,0.04,0.88,0.08,0.0,0.0,0.32,0.0,0.0,0.59,0.21,0.16,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6100,203.3,0.98,1,0.1,80.4,458.4,0.282,0.154,-0.142,0.030860000000000002,0.373822,-0.9269870000000001,-0.197061,0.42145200000000005,-0.885181,-0.091,0.414,0.86,0.7,0.74,0.0,0.75,0.27,0.04,0.72,0.0,0.03,0.0,0.53,0.0,0.0,0.77,0.0,0.08,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6101,203.333,0.98,1,-2.2,80.0,458.0,0.271,0.165,-0.131,0.0039829999999999996,0.32610300000000003,-0.945326,-0.234008,0.414657,-0.879375,-0.125,0.386,1.03,0.71,0.76,0.0,0.8,0.1,0.02,0.9,0.01,0.1,0.0,0.67,0.0,0.0,0.85,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6102,203.36700000000002,0.98,1,-2.8,79.6,458.7,0.27,0.146,-0.135,0.025231,0.3491,-0.936746,-0.220291,0.42036,-0.88021,-0.107,0.401,1.09,0.69,0.78,0.0,0.82,0.2,0.02,1.02,0.01,0.1,0.02,0.48,0.0,0.0,1.04,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6103,203.4,0.98,1,-3.3,80.1,458.4,0.298,0.155,-0.154,0.025275,0.357666,-0.933507,-0.231341,0.43246899999999994,-0.8714649999999999,-0.114,0.413,0.97,0.58,0.8,0.0,0.73,0.2,0.02,1.08,0.01,0.06,0.05,0.42,0.0,0.0,1.12,0.14,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6104,203.433,0.98,1,-4.7,79.1,451.4,0.28800000000000003,0.16699999999999998,-0.154,0.007122,0.361214,-0.932456,-0.220464,0.45081899999999997,-0.8649610000000001,-0.11800000000000001,0.424,0.7,0.41,0.79,0.0,0.61,0.13,0.0,1.03,0.0,0.0,0.11,0.39,0.0,0.0,1.27,0.33,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6105,203.467,0.98,1,-5.2,78.8,451.8,0.287,0.16,-0.15,0.00626,0.363406,-0.93161,-0.183728,0.43715200000000004,-0.8804219999999999,-0.098,0.41600000000000004,0.55,0.38,0.78,0.0,0.57,0.0,0.0,1.06,0.01,0.0,0.09,0.47,0.0,0.0,1.19,0.46,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6106,203.5,0.98,1,-5.7,78.4,453.6,0.28,0.157,-0.145,0.000307,0.36193600000000004,-0.9322030000000001,-0.20617,0.42710600000000004,-0.880383,-0.113,0.41100000000000003,0.58,0.38,0.76,0.0,0.65,0.12,0.0,1.06,0.02,0.0,0.06,0.44,0.0,0.0,1.11,0.4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6107,203.533,0.98,1,-5.3,78.1,457.8,0.28300000000000003,0.14300000000000002,-0.145,0.047966,0.374889,-0.9258280000000001,-0.226611,0.40703,-0.884858,-0.098,0.408,0.75,0.51,0.68,0.0,0.68,0.17,0.0,1.17,0.02,0.0,0.09,0.34,0.0,0.0,1.11,0.21,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6108,203.567,0.98,1,-6.2,78.1,459.9,0.28300000000000003,0.17300000000000001,-0.149,-0.006817,0.35306,-0.9355760000000001,-0.26861599999999997,0.427188,-0.86334,-0.152,0.409,0.76,0.43,0.52,0.0,0.65,0.17,0.0,1.2,0.02,0.0,0.09,0.49,0.0,0.0,1.18,0.08,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6109,203.6,0.98,1,-6.7,77.8,460.6,0.271,0.166,-0.13699999999999998,0.008869,0.326246,-0.945243,-0.20640799999999998,0.408022,-0.889333,-0.107,0.381,0.8,0.48,0.4,0.0,0.53,0.05,0.0,1.2,0.01,0.0,0.09,0.58,0.0,0.0,1.35,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6110,203.63299999999998,0.98,1,-7.2,77.6,463.2,0.268,0.162,-0.128,0.020523,0.313769,-0.9492780000000001,-0.234179,0.408107,-0.882388,-0.11599999999999999,0.375,0.79,0.35,0.42,0.0,0.46,0.0,0.0,1.24,0.01,0.0,0.23,0.79,0.0,0.0,1.41,0.07,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6111,203.667,0.98,1,-7.4,76.6,460.9,0.28,0.153,-0.11800000000000001,0.017422999999999998,0.326444,-0.9450559999999999,-0.208734,0.406677,-0.8894059999999999,-0.10400000000000001,0.38,1.0,0.44,0.54,0.17,0.37,0.0,0.0,1.09,0.0,0.0,0.34,0.72,0.0,0.0,1.54,0.22,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6112,203.7,0.98,1,-6.8,76.6,463.7,0.284,0.14800000000000002,-0.124,0.029851999999999997,0.368176,-0.929277,-0.196079,0.43928100000000003,-0.87669,-0.092,0.42,0.99,0.43,0.63,0.35,0.26,0.0,0.0,0.94,0.0,0.0,0.49,0.68,0.0,0.0,1.42,0.51,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6113,203.733,0.98,1,-6.8,75.8,456.4,0.295,0.153,-0.122,-0.0014529999999999999,0.363161,-0.931725,-0.19541,0.44222700000000004,-0.8753569999999999,-0.109,0.419,1.05,0.45,0.61,0.66,0.19,0.0,0.0,0.74,0.0,0.0,0.29,0.52,0.0,0.0,1.48,0.72,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6114,203.767,0.98,1,-6.0,76.0,456.6,0.305,0.138,-0.129,0.026648,0.38142,-0.924018,-0.22280100000000003,0.467579,-0.8554120000000001,-0.11,0.445,0.99,0.68,0.66,0.57,0.19,0.03,0.0,0.72,0.0,0.0,0.19,0.36,0.0,0.0,1.41,0.7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6115,203.8,0.98,1,-4.8,76.2,458.6,0.305,0.135,-0.146,0.019263,0.372006,-0.9280299999999999,-0.182328,0.460071,-0.8689600000000001,-0.09,0.434,1.02,0.82,0.58,0.41,0.33,0.04,0.0,0.89,0.0,0.0,0.04,0.19,0.0,0.0,1.54,0.53,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6116,203.833,0.98,1,-4.0,76.4,462.2,0.293,0.138,-0.157,0.007331999999999999,0.369346,-0.929263,-0.180868,0.458826,-0.869923,-0.096,0.431,1.04,0.99,0.55,0.11,0.56,0.25,0.01,1.21,0.0,0.04,0.07,0.13,0.0,0.0,1.6,0.42,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6117,203.86700000000002,0.98,1,-3.3,76.1,465.0,0.28300000000000003,0.149,-0.166,0.003326,0.370212,-0.928941,-0.186212,0.454941,-0.870835,-0.10099999999999999,0.43,0.87,0.68,0.38,0.04,0.75,0.4,0.01,1.56,0.13,0.05,0.18,0.22,0.0,0.0,1.85,0.35,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6118,203.9,0.98,1,-3.7,74.4,459.9,0.271,0.158,-0.15,0.049322000000000005,0.365561,-0.92948,-0.18482,0.454129,-0.871555,-0.075,0.42700000000000005,0.75,0.45,0.34,0.02,0.99,0.59,0.01,1.96,0.34,0.16,0.19,0.21,0.0,0.0,1.9,0.24,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6119,203.933,0.98,1,-2.5,73.4,461.9,0.259,0.13699999999999998,-0.142,0.041272,0.368154,-0.928848,-0.15299200000000002,0.44905,-0.8803110000000001,-0.062,0.424,0.6,0.15,0.26,0.02,1.17,0.54,0.0,2.14,0.59,0.23,0.13,0.16,0.0,0.0,1.91,0.07,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
