frame,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
4788,159.567,0.98,1,31.1,55.3,592.6,0.31,-0.24600000000000002,0.083,0.325291,0.36313,-0.8731110000000001,0.089575,0.289968,-0.952835,0.223,0.34299999999999997,1.32,0.8,2.35,0.0,0.36,0.76,0.74,0.46,0.0,0.25,0.0,0.36,0.0,0.5,0.05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4789,159.6,0.98,1,31.2,55.0,591.1,0.305,-0.249,0.084,0.320112,0.390841,-0.863002,0.086384,0.271012,-0.958692,0.22,0.348,1.24,0.83,2.44,0.0,0.33,0.75,0.68,0.52,0.0,0.27,0.0,0.33,0.0,0.5,0.03,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4790,159.63299999999998,0.98,1,31.2,55.0,591.1,0.311,-0.252,0.084,0.343007,0.364026,-0.865928,0.09160399999999999,0.286115,-0.953807,0.23399999999999999,0.34299999999999997,1.24,0.68,2.39,0.0,0.28,0.83,0.64,0.48,0.0,0.18,0.0,0.27,0.0,0.51,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4791,159.667,0.98,1,31.3,54.8,590.5,0.303,-0.248,0.08,0.363802,0.350162,-0.8631540000000001,0.10651300000000001,0.294931,-0.9495629999999999,0.254,0.342,1.37,0.54,2.58,0.0,0.21,1.09,0.66,0.36,0.0,0.08,0.0,0.23,0.0,0.52,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4792,159.7,0.98,1,31.6,55.0,593.5,0.319,-0.249,0.08,0.37505900000000003,0.35181799999999996,-0.8576450000000001,0.108108,0.291128,-0.950556,0.261,0.342,1.47,0.54,2.62,0.0,0.21,1.15,0.62,0.31,0.0,0.01,0.0,0.28,0.0,0.48,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4793,159.733,0.98,1,31.6,54.9,594.2,0.32,-0.25,0.081,0.43331000000000003,0.345502,-0.8323889999999999,0.136682,0.279059,-0.9504969999999999,0.309,0.337,1.6,0.57,2.57,0.0,0.21,1.2,0.7,0.31,0.0,0.01,0.0,0.26,0.0,0.44,0.05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4794,159.767,0.98,1,31.4,54.6,592.8,0.32299999999999995,-0.252,0.08199999999999999,0.395514,0.331077,-0.856713,0.137749,0.287669,-0.947772,0.287,0.33,1.6,0.54,2.54,0.0,0.23,1.08,0.68,0.35,0.0,0.01,0.0,0.37,0.0,0.42,0.05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4795,159.8,0.98,1,31.4,54.4,593.1,0.33,-0.253,0.086,0.403719,0.366612,-0.838216,0.14130299999999998,0.290704,-0.9463219999999999,0.29600000000000004,0.353,1.54,0.51,2.42,0.0,0.22,1.04,0.65,0.3,0.0,0.0,0.0,0.42,0.0,0.43,0.05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4796,159.833,0.98,1,31.4,54.4,593.0,0.33799999999999997,-0.257,0.086,0.410779,0.35163,-0.8412,0.148526,0.305662,-0.940484,0.304,0.353,1.36,0.53,2.54,0.0,0.21,0.78,0.63,0.26,0.0,0.03,0.0,0.52,0.0,0.51,0.01,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4797,159.86700000000002,0.98,1,31.3,54.4,592.8,0.337,-0.258,0.08800000000000001,0.407221,0.373112,-0.833642,0.146492,0.306614,-0.940494,0.303,0.366,1.45,0.84,2.58,0.0,0.23,0.8,0.62,0.19,0.0,0.07,0.0,0.38,0.0,0.51,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4798,159.9,0.98,1,31.6,54.0,591.2,0.33799999999999997,-0.259,0.086,0.396611,0.37442,-0.838158,0.153039,0.33173800000000003,-0.930875,0.301,0.38,1.59,0.86,2.68,0.0,0.26,0.98,0.63,0.23,0.0,0.07,0.0,0.3,0.0,0.51,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4799,159.933,0.98,1,31.7,54.7,594.4,0.337,-0.26,0.08800000000000001,0.397947,0.370346,-0.839334,0.14987999999999999,0.29199899999999995,-0.944602,0.298,0.35600000000000004,1.72,1.04,2.74,0.0,0.31,1.01,0.54,0.18,0.0,0.04,0.0,0.21,0.0,0.41,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,159.967,0.98,1,31.7,54.7,593.2,0.341,-0.257,0.086,0.318977,0.33807600000000004,-0.8854139999999999,0.08228099999999999,0.267394,-0.960068,0.214,0.317,1.61,0.98,2.69,0.0,0.38,1.22,0.62,0.28,0.0,0.0,0.0,0.36,0.0,0.44,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4801,160.0,0.98,1,31.4,54.5,591.5,0.33,-0.255,0.085,0.22452800000000003,0.387865,-0.893951,0.048376999999999996,0.302004,-0.9520780000000001,0.147,0.358,1.28,0.75,2.51,0.0,0.46,1.35,0.72,0.29,0.0,0.03,0.0,0.53,0.0,0.53,0.06,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4802,160.033,0.98,1,31.4,54.9,592.6,0.326,-0.256,0.087,0.240842,0.374691,-0.895322,0.036884,0.257511,-0.965571,0.14800000000000002,0.327,1.08,0.57,2.29,0.0,0.44,1.34,0.86,0.38,0.0,0.07,0.0,0.62,0.0,0.63,0.06,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4803,160.067,0.98,1,31.5,54.7,591.8,0.32899999999999996,-0.257,0.087,0.25805900000000004,0.385644,-0.885824,0.006222999999999999,0.292064,-0.9563780000000001,0.142,0.353,1.15,0.32,2.19,0.0,0.47,1.28,0.8,0.24,0.0,0.06,0.0,0.56,0.0,0.76,0.06,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4804,160.1,0.98,1,31.6,54.9,593.9,0.326,-0.251,0.084,0.25273,0.37696,-0.891083,0.078413,0.276226,-0.957889,0.177,0.34,1.3,0.49,2.28,0.0,0.43,1.13,0.73,0.21,0.0,0.04,0.0,0.43,0.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4805,160.13299999999998,0.98,1,32.0,54.9,594.2,0.325,-0.252,0.083,0.26015,0.377913,-0.88854,0.018747,0.283472,-0.9587969999999999,0.15,0.344,1.27,0.26,2.29,0.0,0.42,1.4,0.63,0.13,0.0,0.0,0.0,0.38,0.0,0.76,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4806,160.167,0.98,1,32.0,54.8,593.4,0.317,-0.255,0.08,0.2692,0.36506,-0.891214,0.014059,0.282321,-0.959217,0.152,0.337,1.14,0.33,2.17,0.0,0.41,1.16,0.65,0.19,0.0,0.0,0.0,0.3,0.0,0.71,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4807,160.2,0.98,1,32.0,54.8,593.1,0.311,-0.247,0.079,0.26110900000000004,0.397246,-0.879783,0.019251,0.28527399999999997,-0.958253,0.151,0.35600000000000004,1.04,0.22,2.03,0.0,0.45,1.3,0.61,0.11,0.0,0.0,0.0,0.32,0.0,0.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4808,160.233,0.98,1,32.0,54.7,592.7,0.317,-0.245,0.079,0.257304,0.395437,-0.881717,0.017594,0.27733800000000003,-0.9606110000000001,0.14800000000000002,0.35,1.02,0.33,2.03,0.0,0.4,1.03,0.55,0.09,0.0,0.0,0.0,0.28,0.0,0.66,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4809,160.267,0.98,1,32.1,54.7,592.9,0.311,-0.244,0.081,0.27776300000000004,0.379736,-0.88241,0.036335,0.279366,-0.9594969999999999,0.16899999999999998,0.344,1.02,0.36,2.15,0.0,0.31,0.9,0.47,0.12,0.0,0.11,0.0,0.28,0.0,0.6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4810,160.3,0.98,1,32.3,54.5,593.9,0.322,-0.256,0.085,0.278667,0.369689,-0.886383,0.049052,0.267863,-0.962208,0.175,0.332,1.1,0.46,2.11,0.0,0.14,0.47,0.41,0.13,0.0,0.11,0.0,0.24,0.0,0.64,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4811,160.333,0.98,1,32.1,54.4,593.9,0.326,-0.248,0.086,0.274269,0.364267,-0.889992,0.050985,0.27541,-0.959974,0.174,0.33299999999999996,1.14,0.59,2.05,0.0,0.17,0.39,0.41,0.23,0.0,0.2,0.0,0.31,0.0,0.73,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4812,160.36700000000002,0.98,1,32.3,54.5,595.0,0.326,-0.253,0.087,0.261517,0.37895999999999996,-0.8876930000000001,0.039564999999999996,0.267871,-0.962642,0.161,0.336,1.0,0.42,2.04,0.0,0.26,0.55,0.45,0.13,0.0,0.09,0.0,0.28,0.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4813,160.4,0.98,1,32.6,54.2,593.7,0.318,-0.255,0.084,0.26202600000000004,0.349722,-0.899465,0.075386,0.266313,-0.9609340000000001,0.179,0.32,0.94,0.37,2.29,0.0,0.44,0.89,0.6,0.12,0.0,0.09,0.0,0.21,0.0,0.74,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4814,160.433,0.98,1,32.4,54.0,592.9,0.315,-0.251,0.08199999999999999,0.26542,0.373002,-0.889057,0.019530000000000002,0.27914,-0.960052,0.153,0.33899999999999997,0.96,0.33,2.37,0.0,0.45,1.0,0.71,0.0,0.0,0.0,0.0,0.17,0.0,0.69,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4815,160.467,0.98,1,32.5,53.9,593.0,0.322,-0.255,0.086,0.23690799999999998,0.36535700000000004,-0.900216,0.019282,0.265374,-0.9639530000000001,0.13699999999999998,0.326,1.06,0.38,2.46,0.0,0.38,0.76,0.74,0.0,0.0,0.0,0.0,0.2,0.0,0.68,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4816,160.5,0.98,1,32.6,54.0,594.3,0.312,-0.256,0.084,0.23430700000000002,0.355425,-0.904861,0.074638,0.291702,-0.953593,0.165,0.335,1.18,0.49,2.24,0.0,0.37,0.89,0.6,0.0,0.0,0.0,0.0,0.21,0.0,0.66,0.04,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4817,160.533,0.98,1,32.4,53.9,594.3,0.313,-0.247,0.08,0.21959800000000002,0.362532,-0.9057299999999999,0.067077,0.294576,-0.9532709999999999,0.153,0.34,1.1,0.39,2.31,0.0,0.4,1.06,0.53,0.0,0.0,0.0,0.0,0.1,0.0,0.62,0.04,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4818,160.567,0.98,1,32.4,53.8,594.5,0.315,-0.255,0.084,0.213684,0.373222,-0.902798,0.038939,0.2961,-0.954363,0.135,0.34600000000000003,1.01,0.49,2.15,0.0,0.44,1.43,0.45,0.04,0.0,0.0,0.0,0.1,0.0,0.58,0.05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4819,160.6,0.98,1,32.4,53.9,594.1,0.309,-0.255,0.083,0.24116700000000002,0.360685,-0.900969,0.039878,0.26038,-0.9646819999999999,0.15,0.321,0.9,0.37,2.35,0.0,0.48,1.17,0.53,0.04,0.0,0.0,0.0,0.2,0.0,0.59,0.01,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4820,160.63299999999998,0.98,1,32.2,53.7,594.0,0.317,-0.25,0.081,0.202252,0.374127,-0.9050540000000001,0.08132,0.280327,-0.9564540000000001,0.151,0.33799999999999997,0.96,0.52,2.21,0.0,0.51,0.89,0.58,0.08,0.0,0.0,0.0,0.3,0.0,0.58,0.07,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,160.667,0.98,1,32.2,53.9,595.6,0.322,-0.248,0.08199999999999999,0.202949,0.362658,-0.9095549999999999,0.063572,0.28687399999999996,-0.955857,0.142,0.335,0.96,0.6,2.28,0.0,0.53,1.01,0.61,0.13,0.0,0.0,0.0,0.39,0.0,0.61,0.09,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4822,160.7,0.98,1,32.2,53.8,595.6,0.321,-0.249,0.08199999999999999,0.251589,0.375307,-0.8921030000000001,0.022982,0.268446,-0.9630209999999999,0.147,0.33399999999999996,0.92,0.62,2.14,0.0,0.5,0.96,0.6,0.2,0.0,0.0,0.0,0.37,0.0,0.54,0.12,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4823,160.733,0.98,1,32.0,53.8,594.6,0.318,-0.248,0.077,0.23125199999999999,0.390718,-0.8909889999999999,-0.011773,0.302225,-0.9531639999999999,0.11800000000000001,0.359,0.91,0.48,2.12,0.0,0.55,1.29,0.53,0.17,0.0,0.02,0.0,0.42,0.0,0.54,0.13,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4824,160.767,0.98,1,31.7,54.0,594.0,0.32,-0.242,0.078,0.25151,0.386982,-0.887123,0.001696,0.297125,-0.954837,0.13699999999999998,0.35600000000000004,1.0,0.25,2.09,0.0,0.6,1.06,0.45,0.08,0.0,0.06,0.0,0.34,0.0,0.46,0.1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4825,160.8,0.98,1,31.7,54.3,595.3,0.31,-0.245,0.075,0.15803599999999998,0.382936,-0.910156,0.031517,0.311151,-0.949838,0.102,0.35700000000000004,1.04,0.25,2.03,0.0,0.61,1.05,0.35,0.1,0.0,0.06,0.0,0.24,0.0,0.48,0.08,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4826,160.833,0.98,1,31.5,54.5,596.7,0.311,-0.245,0.075,0.21348699999999998,0.367112,-0.9053459999999999,0.10621300000000002,0.33771599999999996,-0.9352360000000001,0.172,0.366,1.04,0.12,2.0,0.0,0.62,0.65,0.29,0.13,0.0,0.06,0.0,0.08,0.0,0.43,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4827,160.86700000000002,0.98,1,31.4,54.3,595.3,0.31,-0.24100000000000002,0.076,0.210826,0.382758,-0.8994709999999999,-0.021216,0.308897,-0.950859,0.102,0.358,1.07,0.22,2.03,0.0,0.59,0.5,0.34,0.13,0.0,0.04,0.0,0.02,0.0,0.45,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4828,160.9,0.98,1,31.3,54.5,596.2,0.313,-0.242,0.078,0.165904,0.38845,-0.9064120000000001,0.115953,0.357566,-0.9266610000000001,0.153,0.387,1.08,0.23,1.97,0.0,0.57,0.32,0.3,0.03,0.0,0.04,0.0,0.03,0.0,0.46,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4829,160.933,0.98,1,31.1,54.2,593.6,0.302,-0.239,0.075,0.160249,0.388383,-0.907457,0.063128,0.402393,-0.9132879999999999,0.122,0.41,1.09,0.25,2.01,0.0,0.58,0.61,0.33,0.0,0.0,0.02,0.0,0.11,0.0,0.52,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830,160.967,0.98,1,30.9,54.2,594.0,0.311,-0.244,0.079,0.181142,0.37698200000000004,-0.908335,0.099674,0.401663,-0.9103469999999999,0.153,0.405,1.03,0.15,1.86,0.0,0.59,0.87,0.3,0.0,0.0,0.04,0.0,0.09,0.0,0.57,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4831,161.0,0.98,1,30.8,54.3,594.7,0.309,-0.242,0.075,0.195432,0.384304,-0.902284,0.08988600000000001,0.386287,-0.9179879999999999,0.155,0.4,1.17,0.35,2.08,0.0,0.55,1.1,0.4,0.0,0.0,0.07,0.0,0.2,0.0,0.55,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4832,161.033,0.98,1,30.4,54.2,594.6,0.303,-0.24,0.071,0.165519,0.372417,-0.913186,0.033809,0.35276,-0.935103,0.107,0.374,1.23,0.74,2.23,0.0,0.45,1.18,0.45,0.0,0.0,0.17,0.0,0.2,0.0,0.56,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4833,161.067,0.98,1,30.4,54.2,595.9,0.304,-0.242,0.076,0.179766,0.383486,-0.905882,0.038405,0.365476,-0.9300280000000001,0.11800000000000001,0.387,1.36,0.95,2.31,0.0,0.35,1.22,0.44,0.0,0.0,0.17,0.0,0.23,0.0,0.57,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4834,161.1,0.98,1,30.2,54.4,595.9,0.308,-0.24,0.075,0.161101,0.375066,-0.912892,0.001925,0.312106,-0.950045,0.087,0.353,1.26,0.63,2.21,0.0,0.36,1.62,0.49,0.0,0.0,0.14,0.0,0.12,0.0,0.58,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4835,161.13299999999998,0.98,1,29.9,54.5,595.6,0.3,-0.24,0.076,0.185386,0.370645,-0.910085,-0.013109,0.330887,-0.9435790000000001,0.09300000000000001,0.36200000000000004,1.1,0.38,2.05,0.0,0.4,1.73,0.51,0.0,0.0,0.03,0.0,0.04,0.0,0.61,0.01,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4836,161.167,0.98,1,29.8,54.4,595.7,0.297,-0.242,0.071,0.20755900000000002,0.362216,-0.908691,-0.040066000000000004,0.307141,-0.9508200000000001,0.09,0.34600000000000003,0.96,0.51,2.07,0.0,0.42,1.57,0.58,0.0,0.0,0.09,0.0,0.0,0.0,0.61,0.01,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4837,161.2,0.98,1,30.0,54.5,595.7,0.304,-0.244,0.075,0.228805,0.36707199999999995,-0.9016129999999999,0.026511,0.373825,-0.92712,0.139,0.385,0.95,0.62,2.16,0.0,0.46,1.13,0.56,0.0,0.0,0.09,0.0,0.08,0.0,0.61,0.05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4838,161.233,0.98,1,29.9,54.3,597.1,0.306,-0.24600000000000002,0.07200000000000001,0.188305,0.379432,-0.905854,0.08617899999999999,0.358631,-0.929493,0.14800000000000002,0.382,1.02,0.61,2.11,0.0,0.51,0.91,0.53,0.06,0.0,0.1,0.0,0.1,0.0,0.55,0.11,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4839,161.267,0.98,1,29.8,54.3,597.8,0.308,-0.248,0.069,0.170316,0.37335100000000004,-0.9119219999999999,-0.014463,0.293145,-0.955959,0.083,0.34299999999999997,0.99,0.37,2.13,0.0,0.56,0.8,0.6,0.06,0.0,0.0,0.0,0.1,0.0,0.52,0.11,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4840,161.3,0.98,1,29.6,54.3,597.8,0.308,-0.247,0.073,0.191525,0.364952,-0.911114,-0.043222000000000003,0.32469000000000003,-0.944832,0.08,0.35600000000000004,0.98,0.27,2.16,0.0,0.56,0.87,0.63,0.06,0.0,0.0,0.0,0.09,0.0,0.54,0.07,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4841,161.333,0.98,1,29.2,54.2,596.6,0.303,-0.24,0.07200000000000001,0.197208,0.374303,-0.9060940000000001,0.08315800000000001,0.350173,-0.9329860000000001,0.151,0.375,1.03,0.32,2.26,0.0,0.55,0.7,0.66,0.0,0.0,0.01,0.0,0.08,0.0,0.64,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4842,161.36700000000002,0.98,1,28.9,54.3,596.6,0.29600000000000004,-0.244,0.071,0.168166,0.36695,-0.9149139999999999,-0.030632,0.299829,-0.953501,0.073,0.34299999999999997,1.18,0.55,2.27,0.0,0.51,0.67,0.59,0.0,0.0,0.07,0.0,0.09,0.0,0.73,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4843,161.4,0.98,1,28.9,54.2,596.3,0.299,-0.244,0.071,0.20143,0.375033,-0.904863,-0.043515,0.311463,-0.949261,0.085,0.355,1.11,0.54,2.08,0.0,0.48,0.47,0.5,0.0,0.0,0.09,0.0,0.12,0.0,0.81,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4844,161.433,0.98,1,28.7,54.1,595.2,0.29100000000000004,-0.243,0.07200000000000001,0.175752,0.369965,-0.91227,0.016415,0.377103,-0.926026,0.10400000000000001,0.386,1.05,0.36,2.04,0.0,0.44,0.65,0.44,0.0,0.0,0.18,0.0,0.14,0.0,0.79,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4845,161.467,0.98,1,28.5,54.2,596.1,0.294,-0.243,0.07,0.201051,0.376087,-0.904509,-0.01965,0.32352800000000004,-0.9460149999999999,0.098,0.361,0.85,0.11,1.91,0.0,0.5,0.67,0.38,0.0,0.0,0.12,0.0,0.14,0.0,0.78,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4846,161.5,0.98,1,28.4,54.3,595.1,0.301,-0.239,0.067,0.22407800000000003,0.393282,-0.8916940000000001,-0.052941999999999996,0.32572199999999996,-0.943982,0.09300000000000001,0.373,0.89,0.22,2.02,0.0,0.54,0.78,0.5,0.0,0.0,0.15,0.0,0.04,0.0,0.74,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
